구어	klue-dp-v1_dev_01070_airbnb	뷰는 공원쪽으로 아침마다 엄청 쨍쨍한데 방은 어두워요!	뷰/NNG*는/JX 공원/NNG*쪽/NNB*으로/JKB 아침/NNG*마다/JX 엄청/MAG 쨍쨍/MAG*하/XSA+ㄴ/EC*데/EC 방/NNG*은/JX 어둡/VA*어요/EF*!/SF	뷰/NNG*는/JX 공원/NNG*쪽/NNB*으로/JKB 아침/NNG*마다/JX 엄청/MAG 쨍쨍/MAG*한/XSA:DIC*데/EC 방/NNG*은/JX 어두/VA:DIC*워요/EF:DIC*!/SF	뷰/B-NNG 는/B-JX @B@ 공/B-NNG 원/I-NNG 쪽/B-NNB 으/B-JKB 로/I-JKB @B@ 아/B-NNG 침/I-NNG 마/B-JX 다/I-JX @B@ 엄/B-MAG 청/I-MAG @B@ 쨍/B-MAG 쨍/I-MAG 한/B-XSA:DIC 데/I-EC @B@ 방/B-NNG 은/B-JX @B@ 어/B-VA 두/I-VA:DIC 워/B-EF:DIC 요/I-EF !/B-SF	한|데/EC@B-XSA:DIC=하/XSA+ㄴ/EC 두워|요/EF@I-VA:DIC=둡/VA*어/EF	-
구어	klue-dp-v1_dev_01071_airbnb	호스트분이 굉장히 친절하시고 인심 좋은 분입니다.	호스트/NNG*분/NNB*이/JKS 굉장히/MAG 친절/NNG*하/XSA*시/EP*고/EC 인심/NNG 좋/VA*은/ETM 분/NNB*이/VCP+ㅂ/EF*니다/EF*./SF	호스트/NNG*분/NNB*이/JKS 굉장히/MAG 친절/NNG*하/XSA*시/EP*고/EC 인심/NNG 좋/VA*은/ETM 분/NNB*입/VCP:DIC*니다/EF*./SF	호/B-NNG 스/I-NNG 트/I-NNG 분/B-NNB 이/B-JKS @B@ 굉/B-MAG 장/I-MAG 히/I-MAG @B@ 친/B-NNG 절/I-NNG 하/B-XSA 시/B-EP 고/B-EC @B@ 인/B-NNG 심/I-NNG @B@ 좋/B-VA 은/B-ETM @B@ 분/B-NNB 입/B-VCP:DIC 니/I-EF 다/I-EF ./B-SF	입|니/EF@B-VCP:DIC=이/VCP+ㅂ/EF	-
구어	klue-dp-v1_dev_01072_airbnb	전체적으로 넓은 공간과 큰 창문 덕에 맑은 피렌체의 하늘을 볼 수 있는것은 행운이었습니다.	전체/NNG*적/XSN*으로/JKB 넓/VA*은/ETM 공간/NNG*과/JC 크/VA+ㄴ/ETM 창문/NNG 덕/NNG*에/JKB 맑/VA*은/ETM 피렌체/NNP*의/JKG 하늘/NNG*을/JKO 보/VV+ㄹ/ETM 수/NNB 있/VV*는/ETM*것/NNB*은/JX 행운/NNG*이/VCP*었/EP*습니다/EF*./SF	전체/NNG*적/XSN*으로/JKB 넓/VA*은/ETM 공간/NNG*과/JC 큰/VA:DIC 창문/NNG 덕/NNG*에/JKB 맑/VA*은/ETM 피렌체/NNP*의/JKG 하늘/NNG*을/JKO 볼/VV:DIC 수/NNB 있/VV*는/ETM*것/NNB*은/JX 행운/NNG*이/VCP*었/EP*습니다/EF*./SF	전/B-NNG 체/I-NNG 적/B-XSN 으/B-JKB 로/I-JKB @B@ 넓/B-VA 은/B-ETM @B@ 공/B-NNG 간/I-NNG 과/B-JC @B@ 큰/B-VA:DIC @B@ 창/B-NNG 문/I-NNG @B@ 덕/B-NNG 에/B-JKB @B@ 맑/B-VA 은/B-ETM @B@ 피/B-NNP 렌/I-NNP 체/I-NNP 의/B-JKG @B@ 하/B-NNG 늘/I-NNG 을/B-JKO @B@ 볼/B-VV:DIC @B@ 수/B-NNB @B@ 있/B-VV 는/B-ETM 것/B-NNB 은/B-JX @B@ 행/B-NNG 운/I-NNG 이/B-VCP 었/B-EP 습/B-EF 니/I-EF 다/I-EF ./B-SF	큰@B-VA:DIC=크/VA+ㄴ/ETM 볼@B-VV:DIC=보/VV+ㄹ/ETM	-
구어	klue-dp-v1_dev_01073_airbnb	테르미니역 근처가 아닌 바티칸 근처로 했을때 고려했던것은 안전한 지역때문이었습니다.	테르미니역/NNP 근처/NNG*가/JKS 아니/VCN+ㄴ/ETM 바티칸/NNP 근처/NNG*로/JKB 하/VV+였/EP*을/ETM*때/NNG 고려/NNG*하/XSV+였/EP*던/ETM*것/NNB*은/JX 안전/NNG*하/XSA+ㄴ/ETM 지역/NNG*때문/NNB*이/VCP*었/EP*습니다/EF*./SF	테르미니역/NNP 근처/NNG*가/JKS 아닌/VCN:DIC 바티칸/NNP 근처/NNG*로/JKB 했/VV:DIC*을/ETM*때/NNG 고려/NNG*했/XSV:DIC*던/ETM*것/NNB*은/JX 안전/NNG*한/XSA:DIC 지역/NNG*때문/NNB*이/VCP*었/EP*습니다/EF*./SF	테/B-NNP 르/I-NNP 미/I-NNP 니/I-NNP 역/I-NNP @B@ 근/B-NNG 처/I-NNG 가/B-JKS @B@ 아/B-VCN 닌/I-VCN:DIC @B@ 바/B-NNP 티/I-NNP 칸/I-NNP @B@ 근/B-NNG 처/I-NNG 로/B-JKB @B@ 했/B-VV:DIC 을/B-ETM 때/B-NNG @B@ 고/B-NNG 려/I-NNG 했/B-XSV:DIC 던/B-ETM 것/B-NNB 은/B-JX @B@ 안/B-NNG 전/I-NNG 한/B-XSA:DIC @B@ 지/B-NNG 역/I-NNG 때/B-NNB 문/I-NNB 이/B-VCP 었/B-EP 습/B-EF 니/I-EF 다/I-EF ./B-SF	닌@I-VCN:DIC=니/VCN+ㄴ/ETM 했|을/ETM@B-VV:DIC=하/VV+였/EP 했|던/ETM@B-XSV:DIC=하/XSV+였/EP 한@B-XSA:DIC=하/XSA+ㄴ/ETM	-
구어	klue-dp-v1_dev_01074_airbnb	위치는 물론 호스트의 친절함이 최고였습니다.	위치/NNG*는/JX 물론/MAG 호스트/NNG*의/JKG 친절/NNG*하/XSA+ㅁ/ETN*이/JKS 최고/NNG*이/VCP+었/EP*습니다/EF*./SF	위치/NNG*는/JX 물론/MAG 호스트/NNG*의/JKG 친절/NNG*함/XSA:DIC*이/JKS 최고/NNG*였/VCP:DIC*습니다/EF*./SF	위/B-NNG 치/I-NNG 는/B-JX @B@ 물/B-MAG 론/I-MAG @B@ 호/B-NNG 스/I-NNG 트/I-NNG 의/B-JKG @B@ 친/B-NNG 절/I-NNG 함/B-XSA:DIC 이/B-JKS @B@ 최/B-NNG 고/I-NNG 였/B-VCP:DIC 습/B-EF 니/I-EF 다/I-EF ./B-SF	함|이/JKS@B-XSA:DIC=하/XSA+ㅁ/ETN 였|습/EF@B-VCP:DIC=이/VCP+었/EP	-
구어	klue-dp-v1_dev_01075_airbnb	주차는 집앞 골목길에 할 수 있었습니다.	주차/NNG*는/JX 집/NNG*앞/NNG 골목/NNG*길/NNG*에/JKB 하/VV+ㄹ/ETM 수/NNB 있/VV*었/EP*습니다/EF*./SF	주차/NNG*는/JX 집/NNG*앞/NNG 골목/NNG*길/NNG*에/JKB 할/VV:DIC 수/NNB 있/VV*었/EP*습니다/EF*./SF	주/B-NNG 차/I-NNG 는/B-JX @B@ 집/B-NNG 앞/B-NNG @B@ 골/B-NNG 목/I-NNG 길/B-NNG 에/B-JKB @B@ 할/B-VV:DIC @B@ 수/B-NNB @B@ 있/B-VV 었/B-EP 습/B-EF 니/I-EF 다/I-EF ./B-SF	할@B-VV:DIC=하/VV+ㄹ/ETM	-
구어	klue-dp-v1_dev_01076_airbnb	지하철 전철 버스 정류장 바로 앞입니다.	지하철/NNG 전철/NNG 버스/NNG 정류장/NNG 바로/MAG 앞/NNG*이/VCP+ㅂ/EF*니다/EF*./SF	지하철/NNG 전철/NNG 버스/NNG 정류장/NNG 바로/MAG 앞/NNG*입/VCP:DIC*니다/EF*./SF	지/B-NNG 하/I-NNG 철/I-NNG @B@ 전/B-NNG 철/I-NNG @B@ 버/B-NNG 스/I-NNG @B@ 정/B-NNG 류/I-NNG 장/I-NNG @B@ 바/B-MAG 로/I-MAG @B@ 앞/B-NNG 입/B-VCP:DIC 니/I-EF 다/I-EF ./B-SF	입|니/EF@B-VCP:DIC=이/VCP+ㅂ/EF	-
구어	klue-dp-v1_dev_01077_airbnb	강아지들도 귀엽고 아무튼 강력 추천 할게요!	강아지/NNG*들/XSN*도/JX 귀엽/VA*고/EC 아무튼/MAG 강력/NNG 추천/NNG 하/VV+ㄹ/EF*게요/EF*!/SF	강아지/NNG*들/XSN*도/JX 귀엽/VA*고/EC 아무튼/MAG 강력/NNG 추천/NNG 할/VV:DIC*게요/EF*!/SF	강/B-NNG 아/I-NNG 지/I-NNG 들/B-XSN 도/B-JX @B@ 귀/B-VA 엽/I-VA 고/B-EC @B@ 아/B-MAG 무/I-MAG 튼/I-MAG @B@ 강/B-NNG 력/I-NNG @B@ 추/B-NNG 천/I-NNG @B@ 할/B-VV:DIC 게/I-EF 요/I-EF !/B-SF	할|게/EF@B-VV:DIC=하/VV+ㄹ/EF	-
구어	klue-dp-v1_dev_01078_airbnb	베를린 필하모니 공연을 보고 돌아오기에 최적의 위치입니다.	베를린/NNP 필하모니/NNG 공연/NNG*을/JKO 보/VV*고/EC 돌/VV*아/EC*오/VV*기/ETN*에/JKB 최적/NNG*의/JKG 위치/NNG*이/VCP+ㅂ/EF*니다/EF*./SF	베를린/NNP 필하모니/NNG 공연/NNG*을/JKO 보/VV*고/EC 돌/VV*아/EC*오/VV*기/ETN*에/JKB 최적/NNG*의/JKG 위치/NNG*입/VCP:DIC*니다/EF*./SF	베/B-NNP 를/I-NNP 린/I-NNP @B@ 필/B-NNG 하/I-NNG 모/I-NNG 니/I-NNG @B@ 공/B-NNG 연/I-NNG 을/B-JKO @B@ 보/B-VV 고/B-EC @B@ 돌/B-VV 아/B-EC 오/B-VV 기/B-ETN 에/B-JKB @B@ 최/B-NNG 적/I-NNG 의/B-JKG @B@ 위/B-NNG 치/I-NNG 입/B-VCP:DIC 니/I-EF 다/I-EF ./B-SF	입|니/EF@B-VCP:DIC=이/VCP+ㅂ/EF	-
구어	klue-dp-v1_dev_01079_airbnb	대신 가스레인지 사용이 안돼서 냉동식품 같은 간단한 조리는 가능해요!	대신/NNG 가스레인지/NNG 사용/NNG*이/JKS 안/MAG*되/VV+어/EC*서/EC 냉동/NNG*식품/NNG 같/VA*은/ETM 간단하/VA+ㄴ/ETM 조리/NNG*는/JX 가능/NNG*하/XSA+아/EF*요/EF*!/SF	대신/NNG 가스레인지/NNG 사용/NNG*이/JKS 안/MAG*돼/VV:DIC*서/EC 냉동/NNG*식품/NNG 같/VA*은/ETM 간단한/VA:DIC 조리/NNG*는/JX 가능/NNG*해/XSA:DIC*요/EF*!/SF	대/B-NNG 신/I-NNG @B@ 가/B-NNG 스/I-NNG 레/I-NNG 인/I-NNG 지/I-NNG @B@ 사/B-NNG 용/I-NNG 이/B-JKS @B@ 안/B-MAG 돼/B-VV:DIC 서/I-EC @B@ 냉/B-NNG 동/I-NNG 식/B-NNG 품/I-NNG @B@ 같/B-VA 은/B-ETM @B@ 간/B-VA 단/I-VA 한/I-VA:DIC @B@ 조/B-NNG 리/I-NNG 는/B-JX @B@ 가/B-NNG 능/I-NNG 해/B-XSA:DIC 요/I-EF !/B-SF	돼|서/EC@B-VV:DIC=되/VV+어/EC 한@I-VA:DIC=하/VA+ㄴ/ETM 해|요/EF@B-XSA:DIC=하/XSA+아/EF	-
구어	klue-dp-v1_dev_01080_airbnb	위치부터 호스트, 위생, 인테리어 등 모든것이 좋은 숙소였습니다.	위치/NNG*부터/JX 호스트/NNG*,/SP 위생/NNG*,/SP 인테리어/NNG 등/NNB 모든/MM*것/NNB*이/JKS 좋/VA*은/ETM 숙소/NNG*이/VCP+었/EP*습니다/EF*./SF	위치/NNG*부터/JX 호스트/NNG*,/SP 위생/NNG*,/SP 인테리어/NNG 등/NNB 모든/MM*것/NNB*이/JKS 좋/VA*은/ETM 숙소/NNG*였/VCP:DIC*습니다/EF*./SF	위/B-NNG 치/I-NNG 부/B-JX 터/I-JX @B@ 호/B-NNG 스/I-NNG 트/I-NNG ,/B-SP @B@ 위/B-NNG 생/I-NNG ,/B-SP @B@ 인/B-NNG 테/I-NNG 리/I-NNG 어/I-NNG @B@ 등/B-NNB @B@ 모/B-MM 든/I-MM 것/B-NNB 이/B-JKS @B@ 좋/B-VA 은/B-ETM @B@ 숙/B-NNG 소/I-NNG 였/B-VCP:DIC 습/B-EF 니/I-EF 다/I-EF ./B-SF	였|습/EF@B-VCP:DIC=이/VCP+었/EP	-
구어	klue-dp-v1_dev_01081_airbnb	피렌체의 주거를 잘느낄수 있는 집이었습니다.	피렌체/NNP*의/JKG 주거/NNG*를/JKO 잘/MAG*느끼/VV+ㄹ/ETM*수/NNB 있/VA*는/ETM 집/NNG*이/VCP*었/EP*습니다/EF*./SF	피렌체/NNP*의/JKG 주거/NNG*를/JKO 잘/MAG*느낄/VV:DIC*수/NNB 있/VA*는/ETM 집/NNG*이/VCP*었/EP*습니다/EF*./SF	피/B-NNP 렌/I-NNP 체/I-NNP 의/B-JKG @B@ 주/B-NNG 거/I-NNG 를/B-JKO @B@ 잘/B-MAG 느/B-VV 낄/I-VV:DIC 수/B-NNB @B@ 있/B-VA 는/B-ETM @B@ 집/B-NNG 이/B-VCP 었/B-EP 습/B-EF 니/I-EF 다/I-EF ./B-SF	낄|수/NNB@I-VV:DIC=끼/VV+ㄹ/ETM	-
구어	klue-dp-v1_dev_01082_airbnb	유명 관광지를 도보러 이동가능한점이 최대 장점입니다.	유명/NNG 관광지/NNG*를/JKO 도보/NNG*로/JKB 이동/NNG*가능/NNG*하/XSA+ㄴ/ETM*점/NNG*이/JKS 최대/NNG 장점/NNG*이/VCP+ㅂ/EF*니다/EF*./SF	유명/NNG 관광지/NNG*를/JKO 도보/NNG*러/JKB:DIC 이동/NNG*가능/NNG*한/XSA:DIC*점/NNG*이/JKS 최대/NNG 장점/NNG*입/VCP:DIC*니다/EF*./SF	유/B-NNG 명/I-NNG @B@ 관/B-NNG 광/I-NNG 지/I-NNG 를/B-JKO @B@ 도/B-NNG 보/I-NNG 러/B-JKB:DIC @B@ 이/B-NNG 동/I-NNG 가/B-NNG 능/I-NNG 한/B-XSA:DIC 점/B-NNG 이/B-JKS @B@ 최/B-NNG 대/I-NNG @B@ 장/B-NNG 점/I-NNG 입/B-VCP:DIC 니/I-EF 다/I-EF ./B-SF	러@B-JKB:DIC=로/JKB 한|점/NNG@B-XSA:DIC=하/XSA+ㄴ/ETM 입|니/EF@B-VCP:DIC=이/VCP+ㅂ/EF	-
구어	klue-dp-v1_dev_01083_airbnb	덕분에 즐거운 여행의 시작이 되었 습니다.	덕분/NNG*에/JKB 즐겁/VA*ㄴ/ETM 여행/NNG*의/JKG 시작/NNG*이/JKC 되/VV*었/EP 습니다/EF*./SF	덕분/NNG*에/JKB 즐거/VA:DIC*운/ETM:DIC 여행/NNG*의/JKG 시작/NNG*이/JKC 되/VV*었/EP 습니다/EF*./SF	덕/B-NNG 분/I-NNG 에/B-JKB @B@ 즐/B-VA 거/I-VA:DIC 운/B-ETM:DIC @B@ 여/B-NNG 행/I-NNG 의/B-JKG @B@ 시/B-NNG 작/I-NNG 이/B-JKC @B@ 되/B-VV 었/B-EP @B@ 습/B-EF 니/I-EF 다/I-EF ./B-SF	거운@I-VA:DIC=겁/VA*ㄴ/ETM	-
구어	klue-dp-v1_dev_01084_airbnb	하지만 약간 아쉬운점은 머리빗 등 기타용품은 없습니다.	하지만/MAJ 약간/MAG 아쉽/VA*ㄴ/ETM*점/NNG*은/JX 머리/NNG*빗/NNG 등/NNB 기타/NNG*용품/NNG*은/JX 없/VA*습니다/EF*./SF	하지만/MAJ 약간/MAG 아쉬/VA:DIC*운/ETM:DIC*점/NNG*은/JX 머리/NNG*빗/NNG 등/NNB 기타/NNG*용품/NNG*은/JX 없/VA*습니다/EF*./SF	하/B-MAJ 지/I-MAJ 만/I-MAJ @B@ 약/B-MAG 간/I-MAG @B@ 아/B-VA 쉬/I-VA:DIC 운/B-ETM:DIC 점/B-NNG 은/B-JX @B@ 머/B-NNG 리/I-NNG 빗/B-NNG @B@ 등/B-NNB @B@ 기/B-NNG 타/I-NNG 용/B-NNG 품/I-NNG 은/B-JX @B@ 없/B-VA 습/B-EF 니/I-EF 다/I-EF ./B-SF	쉬운|점/NNG@I-VA:DIC=쉽/VA*ㄴ/ETM	-
구어	klue-dp-v1_dev_01085_airbnb	호스트는 친절하고 필요한 것에 대한 도움을 즉각적으로 주는 편입니다.	호스트/NNG*는/JX 친절/NNG*하/XSA*고/EC 필요/NNG*하/XSA+ㄴ/ETM 것/NNB*에/JKB 대하/VV+ㄴ/ETM 도움/NNG*을/JKO 즉각/MAG*적/XSN*으로/JKB 주/VV*는/ETM 편/NNB*이/VCP+ㅂ/EF*니다/EF*./SF	호스트/NNG*는/JX 친절/NNG*하/XSA*고/EC 필요/NNG*한/XSA:DIC 것/NNB*에/JKB 대한/VV:DIC 도움/NNG*을/JKO 즉각/MAG*적/XSN*으로/JKB 주/VV*는/ETM 편/NNB*입/VCP:DIC*니다/EF*./SF	호/B-NNG 스/I-NNG 트/I-NNG 는/B-JX @B@ 친/B-NNG 절/I-NNG 하/B-XSA 고/B-EC @B@ 필/B-NNG 요/I-NNG 한/B-XSA:DIC @B@ 것/B-NNB 에/B-JKB @B@ 대/B-VV 한/I-VV:DIC @B@ 도/B-NNG 움/I-NNG 을/B-JKO @B@ 즉/B-MAG 각/I-MAG 적/B-XSN 으/B-JKB 로/I-JKB @B@ 주/B-VV 는/B-ETM @B@ 편/B-NNB 입/B-VCP:DIC 니/I-EF 다/I-EF ./B-SF	한@B-XSA:DIC=하/XSA+ㄴ/ETM 한@I-VV:DIC=하/VV+ㄴ/ETM 입|니/EF@B-VCP:DIC=이/VCP+ㅂ/EF	-
구어	klue-dp-v1_dev_01086_airbnb	위치, 가격, 청결, 편안함, 모두 좋았습니다.	위치/NNG*,/SP 가격/NNG*,/SP 청결/NNG*,/SP 편안/NNG*하/XSA+ㅁ/ETN*,/SP 모두/MAG 좋/VA*았/EP*습니다/EF*./SF	위치/NNG*,/SP 가격/NNG*,/SP 청결/NNG*,/SP 편안/NNG*함/XSA:DIC*,/SP 모두/MAG 좋/VA*았/EP*습니다/EF*./SF	위/B-NNG 치/I-NNG ,/B-SP @B@ 가/B-NNG 격/I-NNG ,/B-SP @B@ 청/B-NNG 결/I-NNG ,/B-SP @B@ 편/B-NNG 안/I-NNG 함/B-XSA:DIC ,/B-SP @B@ 모/B-MAG 두/I-MAG @B@ 좋/B-VA 았/B-EP 습/B-EF 니/I-EF 다/I-EF ./B-SF	함|,/SP@B-XSA:DIC=하/XSA+ㅁ/ETN	-
구어	klue-dp-v1_dev_01087_airbnb	숙소가 편안한고 깔끔한게 좋으시다면 추천드립니다.	숙소/NNG*가/JKS 편안/NNG*하/XSA+ㄴ/ETM*고/EC 깔끔하/VA+ㄴ/ETM*게/EC 좋/VA*으시/EP*다면/EC 추천/NNG*드리/VV+ㅂ/EF*니다/EF*./SF	숙소/NNG*가/JKS 편안/NNG*한/XSA:DIC*고/EC 깔끔한/VA:DIC*게/EC 좋/VA*으시/EP*다면/EC 추천/NNG*드립/VV:DIC*니다/EF*./SF	숙/B-NNG 소/I-NNG 가/B-JKS @B@ 편/B-NNG 안/I-NNG 한/B-XSA:DIC 고/B-EC @B@ 깔/B-VA 끔/I-VA 한/I-VA:DIC 게/B-EC @B@ 좋/B-VA 으/B-EP 시/I-EP 다/B-EC 면/I-EC @B@ 추/B-NNG 천/I-NNG 드/B-VV 립/I-VV:DIC 니/I-EF 다/I-EF ./B-SF	한|고/EC@B-XSA:DIC=하/XSA+ㄴ/ETM 한|게/EC@I-VA:DIC=하/VA+ㄴ/ETM 립|니/EF@I-VV:DIC=리/VV+ㅂ/EF	-
구어	klue-dp-v1_dev_01088_airbnb	우리집 고양이보다 나를 더 환대해줍니다.	우리/NP*집/NNG 고양이/NNG*보다/JKB 나/NP*를/JKO 더/MAG 환대/NNG*하/XSV+여/EC*주/VX+ㅂ/EF*니다/EF*./SF	우리/NP*집/NNG 고양이/NNG*보다/JKB 나/NP*를/JKO 더/MAG 환대/NNG*해/XSV:DIC*줍/VX:DIC*니다/EF*./SF	우/B-NP 리/I-NP 집/B-NNG @B@ 고/B-NNG 양/I-NNG 이/I-NNG 보/B-JKB 다/I-JKB @B@ 나/B-NP 를/B-JKO @B@ 더/B-MAG @B@ 환/B-NNG 대/I-NNG 해/B-XSV:DIC 줍/B-VX:DIC 니/I-EF 다/I-EF ./B-SF	해줍|니/EF@B-XSV:DIC=하/XSV+여/EC*주/VX+ㅂ/EF	-
구어	klue-dp-v1_dev_01089_airbnb	그런데 딱히 불편하다는 느낌은 없었어요.	그런데/MAJ 딱히/MAG 불편/NNG*하/XSA*다는/ETM 느낌/NNG*은/JX 없/VA*었/EP*어요/EF*./SF	그런데/MAJ 딱히/MAG 불편/NNG*하/XSA*다는/ETM 느낌/NNG*은/JX 없/VA*었/EP*어요/EF*./SF	그/B-MAJ 런/I-MAJ 데/I-MAJ @B@ 딱/B-MAG 히/I-MAG @B@ 불/B-NNG 편/I-NNG 하/B-XSA 다/B-ETM 는/I-ETM @B@ 느/B-NNG 낌/I-NNG 은/B-JX @B@ 없/B-VA 었/B-EP 어/B-EF 요/I-EF ./B-SF		-
구어	klue-dp-v1_dev_01090_airbnb	주로 서양인 여행객이 대부분인 숙소입니다.	주로/MAG 서양인/NNG 여행/NNG*객/XSN*이/JKS 대부분/NNG*이/VCP+ㄴ/ETM 숙소/NNG*이/VCP+ㅂ/EF*니다/EF*./SF	주로/MAG 서양인/NNG 여행/NNG*객/XSN*이/JKS 대부분/NNG*인/VCP:DIC 숙소/NNG*입/VCP:DIC*니다/EF*./SF	주/B-MAG 로/I-MAG @B@ 서/B-NNG 양/I-NNG 인/I-NNG @B@ 여/B-NNG 행/I-NNG 객/B-XSN 이/B-JKS @B@ 대/B-NNG 부/I-NNG 분/I-NNG 인/B-VCP:DIC @B@ 숙/B-NNG 소/I-NNG 입/B-VCP:DIC 니/I-EF 다/I-EF ./B-SF	인@B-VCP:DIC=이/VCP+ㄴ/ETM 입|니/EF@B-VCP:DIC=이/VCP+ㅂ/EF	-
구어	klue-dp-v1_dev_01091_airbnb	다운타운도 버스로 한번에 갈 수 있어요.	다운타운/NNP*도/JX 버스/NNG*로/JKB 한/MM*번/NNB*에/JKB 가/VV+ㄹ/ETM 수/NNB 있/VA*어요/EF*./SF	다운타운/NNP*도/JX 버스/NNG*로/JKB 한/MM*번/NNB*에/JKB 갈/VV:DIC 수/NNB 있/VA*어요/EF*./SF	다/B-NNP 운/I-NNP 타/I-NNP 운/I-NNP 도/B-JX @B@ 버/B-NNG 스/I-NNG 로/B-JKB @B@ 한/B-MM 번/B-NNB 에/B-JKB @B@ 갈/B-VV:DIC @B@ 수/B-NNB @B@ 있/B-VA 어/B-EF 요/I-EF ./B-SF	갈@B-VV:DIC=가/VV+ㄹ/ETM	-
구어	klue-dp-v1_dev_01092_airbnb	위치는 시티에서 다소 멀지만 대중교통을 이용하기는 편리합니다.	위치/NNG*는/JX 시티/NNG*에서/JKB 다소/MAG 멀/VA*지만/EC 대중/NNG*교통/NNG*을/JKO 이용/NNG*하/XSV*기/ETN*는/JX 편리/NNG*하/XSA+ㅂ/EF*니다/EF*./SF	위치/NNG*는/JX 시티/NNG*에서/JKB 다소/MAG 멀/VA*지만/EC 대중/NNG*교통/NNG*을/JKO 이용/NNG*하/XSV*기/ETN*는/JX 편리/NNG*합/XSA:DIC*니다/EF*./SF	위/B-NNG 치/I-NNG 는/B-JX @B@ 시/B-NNG 티/I-NNG 에/B-JKB 서/I-JKB @B@ 다/B-MAG 소/I-MAG @B@ 멀/B-VA 지/B-EC 만/I-EC @B@ 대/B-NNG 중/I-NNG 교/B-NNG 통/I-NNG 을/B-JKO @B@ 이/B-NNG 용/I-NNG 하/B-XSV 기/B-ETN 는/B-JX @B@ 편/B-NNG 리/I-NNG 합/B-XSA:DIC 니/I-EF 다/I-EF ./B-SF	합|니/EF@B-XSA:DIC=하/XSA+ㅂ/EF	-
구어	klue-dp-v1_dev_01093_airbnb	단 하나 좋은 것은 호스트의 빠른답변이다.	단/MM 하나/NR 좋/VA*은/ETM 것/NNB*은/JX 호스트/NNG*의/JKG 빠르/VA+ㄴ/ETM*답변/NNG*이/VCP*다/EF*./SF	단/MM 하나/NR 좋/VA*은/ETM 것/NNB*은/JX 호스트/NNG*의/JKG 빠른/VA:DIC*답변/NNG*이/VCP*다/EF*./SF	단/B-MM @B@ 하/B-NR 나/I-NR @B@ 좋/B-VA 은/B-ETM @B@ 것/B-NNB 은/B-JX @B@ 호/B-NNG 스/I-NNG 트/I-NNG 의/B-JKG @B@ 빠/B-VA 른/I-VA:DIC 답/B-NNG 변/I-NNG 이/B-VCP 다/B-EF ./B-SF	른|답/NNG@I-VA:DIC=르/VA+ㄴ/ETM	-
구어	klue-dp-v1_dev_01094_airbnb	시설과 접근성 모두 최고인 숙소였습니다.	시설/NNG*과/JC 접근/NNG*성/XSN 모두/MAG 최고/NNG*이/VCP+ㄴ/ETM 숙소/NNG*이/VCP+었/EP*습니다/EF*./SF	시설/NNG*과/JC 접근/NNG*성/XSN 모두/MAG 최고/NNG*인/VCP:DIC 숙소/NNG*였/VCP:DIC*습니다/EF*./SF	시/B-NNG 설/I-NNG 과/B-JC @B@ 접/B-NNG 근/I-NNG 성/B-XSN @B@ 모/B-MAG 두/I-MAG @B@ 최/B-NNG 고/I-NNG 인/B-VCP:DIC @B@ 숙/B-NNG 소/I-NNG 였/B-VCP:DIC 습/B-EF 니/I-EF 다/I-EF ./B-SF	인@B-VCP:DIC=이/VCP+ㄴ/ETM 였|습/EF@B-VCP:DIC=이/VCP+었/EP	-
구어	klue-dp-v1_dev_01095_airbnb	이 가격에 이 정도 객실이면 정말 대만족입니다.	이/MM 가격/NNG*에/JKB 이/MM 정도/NNG 객실/NNG*이/VCP*면/EC 정말/MAG 대/XPN*만족/NNG*이/VCP+ㅂ/EF*니다/EF*./SF	이/MM 가격/NNG*에/JKB 이/MM 정도/NNG 객실/NNG*이/VCP*면/EC 정말/MAG 대/XPN*만족/NNG*입/VCP:DIC*니다/EF*./SF	이/B-MM @B@ 가/B-NNG 격/I-NNG 에/B-JKB @B@ 이/B-MM @B@ 정/B-NNG 도/I-NNG @B@ 객/B-NNG 실/I-NNG 이/B-VCP 면/B-EC @B@ 정/B-MAG 말/I-MAG @B@ 대/B-XPN 만/B-NNG 족/I-NNG 입/B-VCP:DIC 니/I-EF 다/I-EF ./B-SF	입|니/EF@B-VCP:DIC=이/VCP+ㅂ/EF	-
구어	klue-dp-v1_dev_01096_airbnb	당말 재 방문의사 300퍼센트! 있어요.	당말/NNG 재/XPN 방문/NNG*의사/NNG 300/SN*퍼센트/NNB*!/SF 있/VV*어요/EF*./SF	당말/NNG 재/XPN 방문/NNG*의사/NNG 300/SN*퍼센트/NNB*!/SF 있/VV*어요/EF*./SF	당/B-NNG 말/I-NNG @B@ 재/B-XPN @B@ 방/B-NNG 문/I-NNG 의/B-NNG 사/I-NNG @B@ 3/B-SN 0/I-SN 0/I-SN 퍼/B-NNB 센/I-NNB 트/I-NNB !/B-SF @B@ 있/B-VV 어/B-EF 요/I-EF ./B-SF		-
